Interaction_Type,Customer_Query,Chatbot_Response,Category,Title,Price,Image_URL,Key_Features,Specifications,Product_URL
Single-turn FAQ,What are the key features of the Lumix G9II camera?,"The key features of the Lumix G9II camera include superb image quality with 25 Mega Pixel resolution, fast and accurate auto focus for different subjects (Animal Eye/Body Detection/ Car/Motorcycle Detection), reliable burst shooting experience at 60FPS/AFC and 75FPS AFS, C4K/4K 120p/ 100p FHD 280p video capabilities, improved I.S 8Stop, 100MP Handheld High Res Mode on Raw & JPEG, and Real Time Lut.",Cameras,"Lumix G9II 25 Mega Pixel Mirrorless MFT Digital Camera with 12-60mm Lens, Phase Hybrid Auto Focus, C4K/4K 120p/ 100p FHD 280p (DC-G9M2LGW, Black)","₹170,419",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/d/c/dc-g9m2lgw.png,"Superb Image Quality. 25Mega Pixel, Fast and accurate Auto Focus for Different Subjects. (Animal Eye/Body Detection/ Car/Motorcycle Detection), Reliable Burst Shooting Experience 60FPS/AFC, 75FPS AFS, C4K/4K 120p/ 100p FHD 280p, Improved I.S 8Stop., 100MP Handheld High Res Mode on Raw & JPEG, Real Time Lut, ",{},https://store.in.panasonic.com/cameras/dsc-digital-still-camera/lumix-g9ii-25-mega-pixel-mirrorless-mft-digital-camera-with-12-60mm-lens-phase-hybrid-auto-focus-c4k-4k-120p-100p-fhd-280p-dc-g9m2lgw-black.html
Single-turn FAQ,What is the dust capacity of this vacuum cleaner?,The dust capacity of this vacuum cleaner is 2.2 liters.,Small Appliances,"Powerful Vacuum Cleaner with Detachable Dust Container, HEPA Filter, Dust indicator, Air Dust Catcher Technology (MC-CL571A145, Blue)","₹8,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/m/c/mc-cl571a145-4.jpg,"HEPA Filter for Removal of Anti-Allergens and Pollens, 4.8KG-Lightweight for ease of use, 2.2ltr Dust Capacity, Bagless for Better Suction, Crevice Nozzle, Cleans Every Nook and Corner, , ",{},https://store.in.panasonic.com/small-appliances/vaccuum-cleaner/powerful-vacuum-cleaner-mc-cl571a145.html
Single-turn FAQ,What is the energy rating of the Panasonic 1.5 Ton 3 Star Premium Wi-Fi Inverter Smart Split AC?,"The Panasonic 1.5 Ton 3 Star Premium Wi-Fi Inverter Smart Split AC has an energy rating of 3 Star, with an Annual Energy Consumption of 986.72 kWh and an ISEER Value of 4.00.",2025 Model,"Panasonic 1.5 Ton 3 Star Premium Wi-Fi Inverter Smart Split AC (India 1st Matter Enabled RAC, Higher Airflow, 55 Deg. C Operation, Copper Condenser, 7in1 Convertible, True AI, 4-Way Swing, PM 0.1 Filter, CS/CU-SU18AKY3WX, 2025 Model, White)","₹38,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/c/ac-su18aky3wx-infographic_1_mxlcrk21aughjmal.jpg,"Split AC with inverter compressor: Variable speed compressor which adjusts cooling capacity depending on heat load. The convertible feature with 7 different cooling modes adjusts cooling performances ranging from 45%* to HC*. Therby enhances energy efficiency and provides personalized comfort with minimal effort., Capacity (1.5 Ton): Suitable for medium sized rooms 11.1 - 15.8 sq m (120  - 170 sq ft); Airflow of 703 CFM; Cooling Capacity of 5100 W & Ambient operating Temperature: upto 55 degree Celsius with 4 way Swing., Energy Rating: 3 Star. Annual Energy Consumption: 986.72 kWh. ISEER Value: 4.00 ., Manufacturer Warranty: 1 year on product,  +4 years on PCB and +9 years on compressor., Copper Condenser Coil: Better cooling and requires low maintenance.Healthy Cooling: Equipped with the PM 0.1 Filter.Longer Heat Exchanger Life: Special ShieldBlu+ protection coating to prevent leakages., Key Features- Stabilizer free operation with 145-285 V operating voltage range; Hidden Temperature Display; Noise Level: IDU - 34/47 (db) & ODU: 53 (db)., Special Feature:India's 1st Matter enabled RAC powered by MirAie with 100% Copper Tubing helps in better heat exchange. True AI mode helps to maintain comfort conditioning & saves energy using ""Adaptive Thermal Comfort Model""., Refrigerant Gas: R32 – Environment Friendly - ""Zero"" Ozone Depletion Potential (ODP)",{},https://store.in.panasonic.com/air-conditioners/2025-model/cs-cu-su18aky3wx.html
Single-turn FAQ,What is the capacity of the microwave oven?,"The microwave oven has a capacity of 20 liters, which is suitable for cooking and reheating for a family of 2 to 4 members.",Microwave Ovens,"20L Solo Microwave Oven (NN-ST26JMFDG, Silver, 51 Auto Cook Menus)","₹6,440",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_79.jpg,"20 L Capacity : Suitable for cooking and reheating for a family of 2 to 4 members, Solo : An easy and hassle-free experience to quickly defrost, reheat and cook, Vapor Clean : Keep your microwave oven clean, odor-free and stain -free with the touch of a button, Auto Cook Menus : Choose from 51 auto cook menus ranging from healthy recipes to desserts, Warranty : 1 year warranty on product, Also included in the box : Turntable, rotating ring and user manual, , ",{},https://store.in.panasonic.com/microwave-oven/solo/20l-solo-microwave-oven-nn-st26jmfdg.html
Single-turn FAQ,What are the key features of the SC-HTS400GWK 400W 5.1Ch with Powerful Surround Sound product?,"The key features of the SC-HTS400GWK 400W 5.1Ch with Powerful Surround Sound product include 5.1Ch Soundbar Speaker System, Power Output: 400 Watts, Surround Sound, Dolby Digital Plus Sound, Deep bass Sound, Touch Control, Metal grille for Crisp Clear Sound, and Easy Connectivity with BT/HDMI.",Audio,SC-HTS400GWK 400W 5.1Ch with Powerful Surround Sound,"₹16,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/s/c/sc-hts400wgwk_infographic__1__b1b9keeqsruxocg8.jpg,"5.1Ch Soundbar Speaker System, Power Output : 400 Watts, Surround Sound, Dolby Digital Plus Sound, Deep bass Sound, Touch Control, Metal grille for Crisp Clear Sound, Easy Connectivity with BT/HDMI",{},https://store.in.panasonic.com/audio/sound-bar/sc-hts400gwk.html
Single-turn FAQ,What is the warranty coverage for the AC?,"The warranty for the 1 Ton 5 Star Wi-Fi Inverter Smart Split AC includes 1 Year Comprehensive coverage, 5 years on PCB, 10 years on Compressor, and 5 years on Outdoor Casing.",2024 Model,"1 Ton 5 Star Wi-Fi Inverter Smart Split AC (7 in 1 Convertible with True AI Mode, 4 Way Swing, Active Air Purification by nanoeX/nanoe-G and real time AQI monitoring, Matter Certified, 2024 Model, White)","₹45,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-hu12akyf_info_1_2406.png,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 5 Star Energy Rating for energy efficiency. Suitable for Upto 11.14 Sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, nanoe X technology: Cleans and deodorizes indoor air, Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-hu12akyf.html
Single-turn FAQ,What is the warranty coverage for this washing machine?,The washing machine comes with a 2 years comprehensive warranty and a 10 years warranty on the motor.,Washing Machines,"7 Kg 5 Star Fully-Automatic Top Load Washing Machine (NA-F70CH3CRB, Charcoal Inox Grey, Drynamic Spin, Active Foam Wash Technology, 15 Wash Programs)","₹17,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/f/7/f70ch3_1.jpg,"With Drynamic Spin, now get up to 20%* faster drying, Control your machine anytime, anwhere with Miraie Wifi connectivity, Get upto 672 customized wash programs with the Wash Wizard feature in the Miraie app, Get customised pre-treatment options for 50+ stains with Stain Genius, Smart Built-in Heater removes up to 99.99% bacteria, 2 years comprehensive warranty and 10 years warranty on motor, , ",{},https://store.in.panasonic.com/washing-machines/fully-automatic-top-load/na-f70ch3crb-7-0-kg-fully-automatic-top-load-charcoal-inox-grey.html
Single-turn FAQ,What is the maximum resolution for video recording on the Lumix S5IIX camera?,"The Lumix S5IIX camera supports 4K 60p Unlimited Recording, providing high-quality video capture at up to 60 frames per second.",Cameras,"Lumix S5IIX 24.2 MP CMOS Sensor Mirrorless Fullframe Digital Camera with 20-60mm Kit Lens, Active Image Stabilization, Phase Detect Autofocus, 4K 60p Unlimited Recording (DC-S5M2XKGW, Black)","₹227,083",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/d/c/dc-s5m2xkgw_info_1_2dymubohbnoo3vmr.jpg,"24.2 MP CMOS Sensor, Real time lut, V-log & RAW Recording, ProRes Internal & External Recording, USB SSD Recording, Wired & Wireless Live Streaming, ALL- Intra Codec & long GOP, 4k 60p Unlimited Recording, Dual Native ISO",{},https://store.in.panasonic.com/cameras/dsc-digital-still-camera/lumix-s5iix-24-2-mp-cmos-sensor-mirrorless-fullframe-digital-camera-with-20-60mm-kit-lens-active-image-stabilization-phase-detect-autofocus-4k-60p-unlimited-recording-dc-s5m2xkgw-black.html
Single-turn FAQ,What warranty does the washing machine come with?,The washing machine comes with a 2 years comprehensive warranty and a 10 years warranty on the motor.,Washing Machines,"7 Kg 5 Star Fully-Automatic Top Load Washing Machine (NA-F70LF3CRB, Charcoal Inox Grey, Drynamic Spin, Active Foam Wash Technology, 12 Wash Program)","₹15,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/a/na-f70lf3crb_info_1.jpg,"With Drynamic Spin, now get up to 20%* faster drying, Active Foam System generates fine foam for best wash performance, Sazanami Drum protects fabrics while ensuring thorough cleaning, Worry-Free Wash with the Anti-Tangling System, 2 years comprehensive warranty and 10 years warranty on motor, , , ",{},https://store.in.panasonic.com/washing-machines/fully-automatic-top-load/7-kg-5-star-fully-automatic-top-load-washing-machine-na-f70lf3crb-charcoal-inox-grey-drynamic-spin-active-foam-wash-technology-12-wash-program.html
Single-turn FAQ,What is the warranty coverage for the Panasonic 1.5 Ton 3 Star Hot & Cold Wi-Fi Inverter Smart Split AC?,"The Panasonic 1.5 Ton 3 Star Hot & Cold Wi-Fi Inverter Smart Split AC comes with a manufacturer warranty of 1 year on the product, +4 years on PCB, +4 years on ODU casing, and +9 years on the compressor.",2025 Model,"Panasonic 1.5 Ton 3 Star Hot & Cold Wi-Fi Inverter Smart Split AC (India 1st Matter Enabled RAC, Higher Airflow, -7 ~ 55 Deg. C Operation, Copper Condenser, 7in1 Convertible, True AI, 4-Way Swing, PM 0.1 Filter, CS/CU-EZ18BKYXFM, 2025 Model, White)","₹42,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cs-cu-ez18bkyxfm.png,"Split AC with inverter compressor: Variable speed compressor which adjusts cooling capacity depending on heat load. The convertible feature with 7 different cooling modes adjusts cooling performances ranging from 45%* to HC*. Therby enhances energy efficiency and provides personalized comfort with minimal effort., Capacity (1.5 Ton): Suitable for medium sized rooms 11.1 - 15.8 sq m (120  - 170 sq ft); Airflow of 703 CFM; Cooling Capacity of 5200 W & Ambient operating Temperature: -7 ~ 55 degree Celsius with 4 way Swing., Energy Rating: 3 Star. Annual Energy Consumption: 948.16 kWh. ISEER Value: 4.25 ., Manufacturer Warranty: 1 year on product,  +4 years on PCB, +4  on ODU Casing and +9 years on compressor., Copper Condenser Coil: Better cooling and requires low maintenance.Healthy Cooling: Equipped with the PM 0.1 Filter.Longer Heat Exchanger Life: Special ShieldBlu+ protection coating to prevent leakages., Key Features- Stabilizer free operation with 145-285 V operating voltage range; Hidden Temperature Display; Noise Level: IDU - 35/47 (db) & ODU: 53 (db)., Hot & Cold Wi-Fi Inverter Smart Split AC,India's 1st Matter enabled RAC powered by MirAie,100% Copper Tubing helps in better heat exchange.True AI mode helps to maintain comfort conditioning & saves energy using ""Adaptive Thermal Comfort Model""., Refrigerant Gas: R32 – Environment Friendly - ""Zero"" Ozone Depletion Potential (ODP)",{},https://store.in.panasonic.com/air-conditioners/2025-model/cs-cu-ez18bkyxfm.html
Single-turn FAQ,What is the energy rating of the AC?,The AC has a 5 Star Energy Rating for energy efficiency.,2024 Model,"2 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 4 Way Swing, PM 0.1 Air Purification Filter, Matter Certified, 2024 Model, White)","₹63,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-eu24aky5fm_info_1_2406.jpg,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 5 Star Energy Rating for energy efficiency. Suitable for 16.72 Sqmt to 20.90 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-eu24aky5fm.html
Single-turn FAQ,What is the warranty coverage for this AC model?,"The warranty coverage for this AC model includes 1 Year Comprehensive, 5 years on PCB, 10 years on Compressor, and 5 years on Outdoor Casing.",2024 Model,"1.5 Ton 5 Star Wi-Fi Inverter Smart Split AC (7 in 1 Convertible with True AI Mode, 4 Way Swing, Active Air Purification by nanoe-G and real time AQI monitoring, Matter Certified, 2024 Model, White)","₹48,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/x/u/xu18akyf_info1_wd.jpg,"Smart Split AC with Auto Convertible Inverter compressor, India's 1st Matter Enabled AC, 5 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, nanoe G technology: Cleans indoor air, Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-xu18akyf.html
Single-turn FAQ,What is the closest focusing distance of the Lumix L-Mount S 100mm lens?,The closest focusing distance of the Lumix L-Mount S 100mm lens is 0.204 meters.,Cameras,"Lumix L-Mount S 100mm f/2.8 Fixed Focal Length Lens, Aperture Range: f/2.8 to f/22, Linear AF Motor, Dust, Splash and Freeze-Resistant Design (S-S-E100GC, Black)","₹88,871",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/s/-/s-e100gc_info_1.jpg,"L-Mount Lens/Full-Frame Format, Aperture Range: f/F2.8 to f/22, The optimized configuration has 13 elements in 11 groups, including 3 ASPH, 2 UED and 1 ED lenses to minimize aberrations and ensure superb resolution., 100mm F2.8 with 1:1 life-size magnification, New Dual Phase Linear Motor which enables both compact and high-performance focus drive, Weather-Sealed Construction, Closest Focusing Distance / 0.204M, 9 diaphragm blades / Circular aperture diaphragm",{},https://store.in.panasonic.com/cameras/lenses/100mm-lens.html
Single-turn FAQ,Is installation included in the price of the washing machine?,"Yes, installation service is included in the price of the washing machine at no additional cost.",Washing Machines,"10 Kg Semi-Automatic Top Loading Washing Machine (NA-W100B6BRB, Black, Powerful Motor)","₹17,190",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/a/na-w100b6brb_dp1.jpg,"Sleek and Stylish Japanese Design, Heavy Duty Motor for Superior Wash Performance, 10 kg Capacity- suitable for large families, 2 years comprehensive warranty and 10 years warranty on motor, , , , ",{},https://store.in.panasonic.com/washing-machines/semi-automatic/na-w100b6brb-10-kg-semi-automatic-black-color.html
Single-turn FAQ,What are the main features of the Proffesional Camcorder with Wide 24.5mm and Optical 20x Zoom Lens?,"The main features of the Proffesional Camcorder include 4K 60p/50p 10bit recording, 24.5mm wide-angle, Optical 20x zoom, HD live streaming capabilities, Full HD Live Streaming, and Dual SD Card Slot.",Cameras,"Proffesional Camcorder with Wide 24.5mm and Optical 20x Zoom Lens, 4K 60p/50p 10bit recording, Dual SD Card Slot (AG-X20ED, Black)","₹161,083",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/g/ag-x20ed_info_1_7selthcqosmtnbs4.jpg,"4K 60p/50p 10bit recording, 24.5mm wide-angle, Optical 20x zoom, HD live streaming capabilities, Full HD Live Streaming, Dual SD Card Slot, , ",{},https://store.in.panasonic.com/cameras/camcorder/proffesional-camcorder-with-wide-24-5mm-and-optical-20x-zoom-lens-4k-60p-50p-10bit-recording-dual-sd-card-slot-ag-x20ed-black.html
Single-turn FAQ,What is the dust capacity of this vacuum cleaner?,The dust capacity of the Powerful 1600W Advanced Mega Cyclone Bagless Canister Vacuum Cleaner MC-CL601 is 2.2 liters.,Small Appliances,Powerful 1600W Advanced Mega Cyclone Bagless Canister Vacuum Cleaner MC-CL601,"₹9,899",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/m/c/mc-cl601a145_info_1.jpg,"Advanced Mega Cyclone, 5-layer Filtration System, Lock 98.5% of dust & bacteria, 4.8kg-Lightweight for ease of use, Dual Handle, 2.2ltr Dust Capacity, Big Movable Rollers, Effortless cleaning with Crevice Nozzle & Dusting Brush",{},https://store.in.panasonic.com/small-appliances/vaccuum-cleaner/powerful-1600w-advanced-mega-cyclone-bagless-canister-vacuum-cleaner-mc-cl601.html
Single-turn FAQ,What is the warranty period for this refrigerator?,The warranty period for this refrigerator is 1 year on the product and 10 years on the compressor.,Refrigerators,"338L 3 Star 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG351CUSN, Shining Silver, Jumbo Vegetable Basket, 2022 Model, Net Capacity 308L)","₹33,690",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/g/tg351cusn_1.jpg,"6 Stage Intelligent Inverter Compressor, Biggest* 35L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, 1+10 yrs Warranty, , , , ",{},https://store.in.panasonic.com/refrigerator/frost-free/tg351-338-l-shiny-silver-double-door-refrigerator-with-inverter-technology.html
